animal,pagina,tipo_texto,texto
Colibrí golondrina,2796,mating,"Puede estar dispuesto para reproducirse casi todo el año. En el cortejo, el macho revolotea frente a la hembra sentada, a cualquier hora del día, excepto en la más calurosas del mediodía, o la persigue en el aire y los dos juntos realizan un ""zig-zag de vuelo, frecuentes cuando ya ha oscurecido."
Pájaro moscón carirrojo,2800,habbit,"Flammiceps Cephalopyrus, es siempre activo, dando pequeños golpes de ala como una curruca. Es una reminiscencia de la pequeña ave Sylviparus modestus. Durante la migración y en invierno, por lo general se encuentran en pequeñas bandadas, grupos de hasta 100 integrantes pueden ser vistos. La mayoría de las veces, estos grupos, vuelan por encima de colinas despejadas, son monotípico, pero a veces se unen a bandadas mixtas para la recolección. El vuelo es potente como el de los pinzones. Se busca su alimento en los árboles grandes, pero también a veces en los arbustos cerca de la tierra. Es más bien ágil, adoptando posiciones acrobáticas, al revés, o deslizamiento a lo largo de las ramas verticales como loros. Esta ave es capaz de abrir las hojas enrolladas con su pico como estorninos y sostenerlo con su pie."
Pájaro moscón carirrojo,2800,appearance,"Fuera de la temporada de reproducción (septiembre-enero), el color de su cabeza es marrón oliva oscuro, con un borde de color verde oliva amarillento. Las partes superiores son de color amarillento a verde oliva. La grupa es de color amarillento a oliva amarillo-dorado. Las plumas más largas de la cola son de color gris oscuro. La cola es oliva marrón oscuro, todas las plumas tienen puntas blancas. Las alas son del mismo color que la cola, pero con un borde oliva-amarillento. La garganta es de color blanco. El pecho, el vientre y los flancos son de color amarillo limón, que contrasta con el gris de las grupas, la zona anal y la parte inferior de la cola. Durante la temporada de reproducción (febrero-julio), el macho tiene un ligero tono naranja-escarlata en la cresta. La ceja y zona alrededor de los ojos es color amarillo dorado teñido de rojo. Las mejillas, las coberteras del oído y los lados del cuello son de color amarillo oliva. La barbilla y la garganta superior son cromo anaranjado, fundiéndose en el pecho de color amarillo dorado. Los lados del pecho y las partes superiores son color amarillo-oliva. Los flancos traseros y el vientre son de color amarillo pálido. Las puntas de las plumas de la cola y las alas son de color blanco. Las patas son azul-gris oscuro. Las coberteras bajo las alas son de color blanco con extremos amarillos."
Pájaro moscón carirrojo,2800,mating,"La temporada de anidación se extiende desde principios de abril hasta mediados de junio. El nido es construido en un hueco dentro de un tronco o rama grande. Cephalopyrus flammiceps prefiere cavidades con entrada protegida por una rama o una cicatriz. Por lo general, utiliza las cavidades naturales, pero a menudo se hace cargo de un nido de pájaro carpintero abandonado. De vez en cuando, excava un hueco en una rama podrida. El nido, por lo general está entre 6 y 12 metros por encima del suelo, a menudo es muy difícil de detectar. El nido es en sí un recipiente construido de hierba seca, raicillas y en ocasiones algunas plumas. Se alinea con hierbas finas y plumas. Esto se hace por la hembra, mientras que el macho protege el territorio. El período de incubación es desconocido. Si la hembra se perturba, trata de disuadir a los intrusos mediante el inflado de sus plumas y haciendo sonidos silbantes. No se sabe si el macho participa en la incubación. Los jóvenes son alimentados por ambos padres. La hembra se encarga del mantenimiento y limpieza del nido por su cuenta."
Pato overo,2812,habbit,"Es un mal zambullidor, es buen volador y suele cambiar de lagunas con facilidad en busca de un mejor lugar. Es esquivo, es muy difícil acercársele, ya que nadan hacia el centro de la laguna o vuelan hacia la otra orilla aunque la persona aún se encuentre lejos de ellos. Se alimenta de vegetación acuática, y semillas."
Pato overo,2812,appearance,"El largo total es de 43 a 54 cm. Los machos pesan en promedio 900 gramos, las hembras algo más pequeñas con un peso medio de 800 gramos. De colores generales negro por encima y blanco por debajo, se le suele reconocer por la mancha blanca en la cara, y por las franjas blancas en las alas mientras vuela."
Pato overo,2812,mating,"Para anidar, elige sitios secos un poco alejados de la orilla, escondiendo el nido entre champas de pasto o cardos y forrados con plumillas. Pone de cinco a ocho huevos. La incubación tarda 26 días y es efectuada por la hembra. Nacidos los pichones, el padre integra la familia y los acompaña y defiende junto con la madre."
Chotacabras cuellirrojo,2819,habbit,"Es un ave de hábitos crepusculares y nocturnos que pasa el día durmiendo escondido en el suelo o posado horizontalmente en alguna rama baja. Por la noche, acude a espacios abiertos para alimentarse. Muy frecuentemente, utiliza la superficie de caminos y carreteras como plataforma de caza y como mecanismo de termorregulación. Se alimenta de insectos voladores que caza al vuelo en sus pasadas rasantes con la boca abierta, aunque también puede lanzarse a atraparlos partiendo de un posadero. Los chotacabras afrontan un riesgo de depredación elevado mientras se alimentan, porque al encontrarse posados sobre el suelo en espacios abiertos resultan accesibles y fáciles de detectar para los depredadores terrestres.  Para minimizar el riesgo de depredación, los chotacabras se sirven de la protección que ofrece la vegetación de cuneta presente en los caminos y carreteras que usan para alimentarse. En concreto, cuando el riesgo de depredación es elevado, tienden a posarse en el suelo muy próximos a árboles y arbustos de porte medio o alto que actúan como barrera frente al ataque de zorros y jabalíes.  "
Chotacabras cuellirrojo,2819,appearance,"Es un ave de plumaje y comportamiento críptico, con alas y cola largas y las patas cortas. Su cabeza es ancha y aplanada, tiene un pico corto de color negruzco, aunque su boca abierta es enorme, y está flanqueada de cerdas fuertes y desarrolladas, que le ayudan a atrapar los insectos voladores. Además tiene unos ojos proporcionalmente grandes y de color negro. El chotacabras cuellirrojo mide entre 30 y 32 cm de largo, de los cuales 16 cm llegan a corresponder a la cola, y tiene una envergadura alar de entre 65 y 68 cm. En el plumaje de sus partes superiores se entremezclan los tonos pardos, castaños y grisáceos, con veteado negro en las plumas escapulares, el manto y el píleo. Presenta un ancho semicollar de color canela rojizo en la parte frontal y una banda rojiza más estrecha en la nuca, y bigoteras blancas. Los adultos además tienen una mancha blanca en la garganta, normalmente dividida en dos. Sus partes inferiores son de color castaño claro con listado pardo. El plumaje de ambos sexos es similar, aunque pueden diferenciarse por el tamaño de las manchas blancas que tienen en la parte media de las primarias y la punta de las rémiges exteriores, que en los machos son de mayor tamaño. Los juveniles son de tonos más grisáceos, carecen de las manchas blancas de la garganta y las manchas blancas de alas y cola son más pequeñas que las de las hembras. El chotacabras cuellirrojo se diferencia del chotacabras europeo (Caprimulgus europaeus) por su mayor tamaño y por tener la cola más larga, y por el collar rojizo que le rodea la parte frontal de su cuello. El plumaje del chotacabras cuellirrojo en general es de tonos más cálidos. En vuelo presenta una silueta característica, que recuerda a un gran vencejo, con vuelo silencioso y a baja altura. Al volar parece más pálido y rojizo que el chotacabras europeo y se aprecia su mayor tamaño."
Chotacabras cuellirrojo,2819,mating,"El cortejo, al igual que en el chotacabras europeo, se inicia con una serie de cortos vuelos de exhibición por parte de los machos, que muestran así a las hembras las prominentes manchas blancas de las alas. El macho palmea con las alas doce o más veces mientras sobrevuela a la hembra. Bajo las alas, los chotacabras muestran un pigmento que produce fluorescencia de color rosa brillante al ser estimulado con luz ultravioleta y que se cree podría estar implicado en la comunicación durante el cortejo."
Loica común,2854,habbit,"Su trinar es poco variado, y agradable. Vive en comunidades y en invierno es fácil distinguirla volando en bandadas. Gusta de terrenos bajos y húmedos buscando su alimento tanto en el suelo como en los arbustos, el cual se compone de semillas, frutas y crustáceos."
Loica común,2854,appearance,"Lo que más caracteriza a esta aves es su mancha roja en su pecho, garganta y cara. La mayoría de su parte trasera es de un color negruzco y café. Posee una cola corta, patas grises, y nariz grisáceo. En su cabeza tiene una especie de banda blanquecina."
Loica común,2854,mating,"El nido es grande, suelto y formado por pasto seco bien unido y colocado en el suelo muy bien escondido entre pasto alto. Muy cuidado por la hembra, esta nunca llega directamente al nido, sino que baja cerca de él y camina agachada hasta éste. Al salir, lo hace de igual forma, como una manera de que nadie se entere en donde está."
Picamaderos barbinegro,2858,habbit,"Vive en parejas o en grupos de hasta 5 individuos. Es común en áreas campestres arboladas, matorrales, palmas, bosques de galería."
Picamaderos barbinegro,2858,appearance,"Es un pájaro carpintero grande, que mide entre 33 y 38 cm de longitud y pesa en promedio 250 g. El macho presenta a cabeza y copete rojos, con una mancha blanca en la base del pico. La hembra tiene la corona y la parte de atrás de la cabeza negras y una larga línea blanca entre los ojos y la base del pico. Tiene una franja blanca a cada lado del cuello, que va hasta las escapulares. El dorso es negro con una “V” blanca. La garganta, la parte anterior del cuello y el pecho son negro uniforme. El vientre es blanco pardusco con rayas negras."
Picamaderos barbinegro,2858,mating,Hace su nido excavando en la parte alta de troncos de árboles secos o palmeras. La hembra pone 2 a 3 huevos blancos y brillantes.
Avetorillo plomizo,2866,habbit,"Es una especia migratoria dentro del África subsahariana, particularmente entre los extremos norte y el sur. Los desplazamientos de las aves ecuatoriales están menos claros. Estos avetorillos se encuentran en sur de África en la estación húmeda, entre noviembre y abril. En la estación seca tanto las aves del norte como del sur migran hacia el ecuador. Esta especie suele divagar fuera de su área de distribución normal, a Sudáfrica, las islas Canarias y la península ibérica, y Francia. Los avetorillos cenizos se alimentan en solitario o en parejas, cazando por la noche y el día, especialmente si está nublado. Son aves silenciosas y discretas que se quedan quietas o andan despacio. Su actividad depende de la disponibilidad de ranas.  Los avetorillos a menudo prefieren esconderse entre la vegetación que encaramarse a las ramas. Cuando se les molesta a menudo se quedan en el borde del agua en una versión exagerada de postura típica de los avetoros o sale volando en distancias cortas hasta los árboles. Los individuos defienden su territorio de alimentación mediante una exhibición con movimientos de avances.  Se alimenta principalmente de insectos como los saltamontes y escarabajos de agua, arañas, pequeños peces, cangrejos y ranas. Poblaciones locales se especializan en saltamontes y ranas, y puede aprovechar la disponibilidad de presas estacionales como las ranas en épocas en las que no haya pesca. "
Avetorillo plomizo,2866,appearance,"Pertenece al género Ixobrychus que contiene a algunas de las garzas más pequeñas del mundo. Según su longitud registrada, de 25 a 30 cm esta puede ser la especie de garza más pequeña. Su peso es similar al de otras especies de Ixobrychus, registradas entre 60 y 150 g, y medias de 75-110 g. Su longitud alar media está entre los 45 y 50 cm. El macho tiene el cuello y la cabeza de color gris pizarra oscuro, con largas plumas en cabeza y cuello. En general su pico es oscuro, siendo de negro a verde oscuro en la parte superior y amarillo en la inferior. Su lorum y piel alrededor de los ojos oscila del azul al verde amarillento, y el color de su iris va del pardo rojizo al rojo oscuro. Su espalda, parte superior de sus alas y otras partes superiores son de color gris pizarra oscuro. Su garganta y parte superior del pecho son de color crema claro, densamente estridado en negro, fondo que se va oscureciendo hasta el color canela de su vientre. Sus patas son de color amarillo verdoso en la parte frontal y amarillas en la posterior. Durante la época del cortejo las patas se tornan de un llamativo naranja. La hembra es más clara, con tonos más rojizos en su vientre y su iris es amarillo. Los inmaduros son una versión clara en tonos anteados de los adultos. Se distingue del avetorillo negro, de Asia, por su vientre estriado, los copetes oscuros del cuello, y porque su pico es más oscuro y es de menor tamaño. Se distingue de las garcitas verdosa y azulada por ser de menor tamaño y más lenta en vuelo, sus partes inferiores claras y densamente estriadas, y sus partes superiores uniformes (sin listas). "
Avetorillo plomizo,2866,mating,"La época de cría es muy variable según las regiones. Anidan principalmente en la estación de lluvias, pero en algunos lugares lo hace al principio de la estación seca. El anidamiento empieza en septiembre en Senegal, en julio en Sierra Leona y Ghana, entre agosto y octubre en Mali, entre diciembre y enero en la República Democrática del Congo, entre mayo y junio en Kenia, entre enero y marzo o bien septiembre y octubre en Zimbabue, entre febrero y marzo en Namibia, y entre enero y abril o septiembre y diciembre en Sudáfrica."
Tortolita humeral,2871,habbit,La tortolita humeral suele encontrarse en parejas y bandadas que se alimentan en el suelo. Su alimento principal son las semillas. Su vuelo es directo y enérgico y sus alas sisean cuando las bate.
Tortolita humeral,2871,appearance,"Es un colúmbido de tamaño medio que oscila entre los 26 y 30 centímetros de largo. La tortolita humeral tiene las partes superiores de color pardo con tonos broncíneos y bordes oscuros en las plumas que le dan un aspecto escamado, mientras que su cabeza, cuello y pecho son de color gris azulado y su vientre blanco. Presenta una zona sin plumas alrededor del ojo que se vuelve rojiza en la época de cría. Su nuca tinen plumas doradas rojizas con bordes negros, similar a la de tortolica plácida de la que se diferencia porque la tortolita humeral tiene la garganta lisa y no escamada como la plácida. También puede se confundida con la introducida tórtola moteada. Los juveniles son de tonos más apagado. Su canto es un característico y melodioso ""cuuk-a-wuuk""."
Tortolita humeral,2871,mating,"Su época de cría es de septiembre a enero en el sur, y de febrero a abril en el norte. Su nido se compone de una plataforma plana de ramitas situada en las ramas de un árbol o matorral. Suele poner dos huevos blancos, brillantes y redondeadas."
Semillero bicolor,2875,habbit,"Anda en parejas o en pequeños grupos, saltitando en el suelo o cerca, frecuentemente en jardines, es manso alrededor de habitaciones humanas. Se alimentan de semillas y frutos en el suelo."
Semillero bicolor,2875,appearance,"Mide unos 11 cm de longitud. El macho tiene la cabeza, la garganta, el pecho y el vientre de un color negro deslucido. La espalda es verde olivo muy oscuro. La hembra tiene el dorso beige-oliváceo y por abajo grisáceo. Los juveniles son como la hembra pero más opacos."
Semillero bicolor,2875,mating,"Anida de abril a junio. El nido es globular con entrada lateral, o desde abajo construido con pajas, fibras, raicillas y pelos. La puesta es de tres huevos blancuzcos con el extremo mayor muy lleno de manchas pequeñas."
Golondrina de manglar,2924,habbit,El vuelo de la golondrina de manglar es típicamente directo y bajo sobre el agua. A menudo se posa. Su llamada es un retumbante jeerrrt.
Golondrina de manglar,2924,appearance,"En promedio esta golondrina tiene una longitud de 13 cm de largo y pesa alrededor de 14g. El pico es pequeño y negro. La golondrina de manglar adulta tiene el dorso iridiscente verde azulado, la parte inferior y el torso de color blanco, la cola y las plumas de vuelo son negruzcas. Tiene una delgada franja blanca que corre desde el pico hacia arriba del ojo. La hembra suele tener colores más apagados que el macho, y las aves juveniles son de color gris-marrón en la parte superior y gris-marrón blanqueado por debajo."
Golondrina de manglar,2924,mating,"Construye nidos voluminosos en cavidades naturales o artificiales cerca del agua, por lo general por debajo de 2 metros de altura. Los sitios de anidación incluyen agujeros en los árboles y grietas en las rocas o puentes. La puesta de huevos es de tres a cinco huevos blancos que salen del cascarón en 17 días. Los polluelos son alimentados por ambos padres durante 23 a 27 días, hasta que abandonen el nido. Al igual que la golondrina bicolor esta especie es muy agresiva para otros hirundínidos durante la época de cría y los nidos están varios cientos de metros de distancia."
Semillero tomeguín,2928,habbit,"Anda en parejas escasas o en grupos dispersos, algunas veces asociados con otros semilleros, forrajea principalmente en pastizales, muchas veces doblando los tallos al colgarse para obtener las semillas."
Semillero tomeguín,2928,appearance,"Mide entre 10 y 11 cm de longitud y pesa entre 8 y 10 g. El dorso es de color verde oliva y el vientre grisáceo. El pico es cónico; los ojos castaño oscuro. El macho presenta pico gris oscuro y sobre él y los ojos a modo de cejas, dos manchas color amarillo encendido a anaranjadas y en la garganta una gran mancha del mismo color. La parte superior del pecho es negruzca, color que se expande con la edad. Las patas son grises. La hembra es un poco más pequeña que el macho; presenta las “cejas” anaranjadas y en su garganta la mancha es más pequeña y de color amarillo; la parte inferior del pico es clara; el dorso es gris con tonos oliváceos, el vientre gris claro a blancuzco con manchas grises parduzco en el pecho. El inmaduro se parece a la hembra pero con el amarillo de las cejas y la garganta aún más pálido."
Semillero tomeguín,2928,mating,"Anida a lo largo de todo el año. El nido es globular con entrada lateral, construido con pajas, fibras, raicillas y pelos. La puesta es de dos a cuatro huevos blancuzcos algo azulados que en el extremo más grueso tienen manchas moradas y castañas."
Tinamú chico,2941,habbit,"El tinamú chico es visto a veces en bosques densos, en la oscuridad, yéndose por la maleza. Puede ser encontrado por sus llamadas lentas de silbido (grito suave y descendente; también una serie de notas solas, con ritmo que aumenta hacia el final) dado por ambos sexos. Come semillas, bayas y algunos insectos."
Tinamú chico,2941,appearance,"El tinamú chico mide aproximadamente 22 a 24 cm de largo y pesa unos 220 g. Se trata de una especie de tinamú tímido, reservado y solitario. Aunque parezca semejante a otras aves que viven en el suelo, como la codorniz y el urogallo, no está relacionado con estos grupos de aves en absoluto. Es un ave regordeta reconocida por su pequeño tamaño. Tiene un plumaje de color marrón ""hollín"", con una sombra gris en la cabeza. Su cuello es pardusco, con la garganta blanquecina, y su vientre es de color canela brillante. La hembra, en la parte inferior, es de un tono marrón rojizo más brillante que el macho. Sus patas pueden ser de color gris, aceituna o amarillo."
Tinamú chico,2941,mating,"La época de reproducción del tinamú chico va de mayo a octubre. Su nido es una pequeña depresión en el suelo del bosque, a veces forrado con unas pocas hojas en la base de un árbol. Usualmente ponen 2 huevos (a veces solo uno), que son de color morado oscuro brillante y de aproximadamente 41 por 32 mm. Los huevos son incubados por el macho. Las crías son precoces, y pueden correr casi tan pronto como salen del huevo."
Bubú grande,2960,habbit,"Los bubús grandes defienden un territorio de cría de unas 1–3 hectáreas. Fuera de la época de cría se desplazan en una zona más grande, de unas 8 hectáreas y son más tolerantes con otros miembros de su especie, a veces formando bandadas ruidosas. Raramente vuelan grandes distancias y suelen deambular entre los matorrales y la parte baja de los árboles como los cucales (Centropus), o caminar por el suelo, parando para vigilar en alerta con la cola ligeramente alzada. Cuando están asustados hacen un vuelo lento y descendente, exhibiendo su obispillo y emitiendo llamadas de advertencia, antes de ponerse a cubierto. Las palabras realizan acicalado mutuo. Al menos las poblaciones del sur mudan todo su plumaje tras la época de cría. El bubú grande puede ser común localmente, con 100 individuos por kilómetro cuadrado, mientras que en otros lugares solo se registra un individuo por metro cuadrado. En general es un ave abundante por lo que se clasifica como especie bajo preocupación menor.  Se registró un individuo anillado que llegó a vivir diez años. "
Bubú grande,2960,appearance,"Como indica su nombre, el bubú grande es un malaconótidos de tamaño bastante grande, que mide entre 23–25 cm de largo. Su peso varía entre los 38 y 70 g, aunque lo habitual entre los adultos es que pesen entre 50 y 60 g. De media las hembras son un poco más pequeñas que los machos, pero como las variaciones individuales de tamaño son tan grandes no puden diferenciarse por el tamaño. Sus alas miden una media de 98 mm (entre 85 y 110), su cola solo es dos milímetros más larga, tanto de media como en su rango de variación. Su tarso mide entre 29–37 mm de largo, con una media de 33 mm, mientras que el culmen de su pico mide alrededor de 20 mm en unas poblaciones y llega a los 25 mm en otras. A diferencia de las demás medidas que presentan principalmente variación individual, la longitud del pico es una variación característica de cada subespecie. Los machos y las hembras no solo son de tamaño similar, sino que también tienen el plumaje igual. Las partes superiores del cuerpo y la cola de los adultos. son de color negro con brillo azul, salvo un moteado blanco en el obispillo, visible solo cuando tiene extendidas las alas y las plumas del obispillo erizadas. Sus partes inferiores son blancas, en algunas poblaciones presenta un tono anteado o rosado en el pecho y flancos, que no siempre es apreciable excepto cuando hay buena luz. Las alas en la mayoría de las subespecies tienen una lista blanca que se extiende por las plumas coberteras, y en algunas de las rémiges secundarias. La punta de las plumas exteriores de la cola pueden ser blancas en algunas subespecies. Su pico es negro y las patas son de color gris azulado. El iris de sus ojos es pardo rojizo.  Los polluelos están desnudos al eclosionar y tienen la piel de color rosado parduzco, luego adquieren un plumón ralo. Presentan motas dentro del pico que exhiben a sus padres para que les alimenten. Los juveniles tienen un plumaje similar al de los adultos, pero de tonos más discretos. Sus partes superiores con parduzcas, con moteado ocre o amarillento en las puntas de las plumas, que forman un veteado en la espalda y obispillo. La lista de las alas, si está presente, es difusa. Las partes inferiores son blanquecinas con listado pardo, especialmente en los flancos. Las coberteras de la parte inferior de la cola son anteadas. Su pico es pardo grisáceo, más claro en la parte inferior. Los inmaduros independientes de sus padres han perdido la mayor parte del veteado (excepto el de las coberteras de las alas), pero la franja de su alas y partes superiores todavía son banquecinos, con tonos pardos en los flancos. Las manchas blancas de la punta de las puntas de las alas aparecen en este periodo.  Los ejemplares de las poblaciones de las zonas más noroccidentales de major pueden confundirse con el bubú de Turati (L. turatii), que no tienen banda blanca en las alas, presenta la barbilla anteada y el vientre blanco, mientras que los major del límite sur de la cuenca del Congo parecen casi idénticos al bubú bicolor (L. bicolor), pero este tiene las partes inferiores de color blanco puro, y sus hembras emiten una característica llamada en duetos similar a los chasquidos de un engranaje. Las poblaciones del sur (mossambicus y especialmente limpopoensis) se parecen al bubú ferrugíneo (L. ferrugineus), pero tienen las partes superiores negras, en lugar de negruzas y pardas, pero son difíciles de diferenciar en la distancia. Cuando el bubú grande se solapa con otros Laniarius, raramente se encuentran en el mismo hábitat. "
Bubú grande,2960,mating,"Esta especie es monógama. El bubú grande, como otras aves tropicales, no tiene una época de cría fija. Alrededor del Ecuador, puede criar en cualquier época del año. Más al norte y al sur, el pico de reproducción se produce al final de la primavera y el inicio del verano, al inicio de la estación de lluvias; y no se produce reproducción o muy poca al final del otoño y comienzo del invierno, cuando empieza la estación seca. El cortejo empieza con el macho persiguiendo a la hembra, ambos saltando de rama en rama, y el macho haciendo inclinaciones de cabeza y reverencias, y emitiendo graznidos y silbidos bajos. Además hace exhibiciones de vuelo planeando o descendiendo exponiendo su obispillo moteado en blanco y produciendo ruidos mecánicos con sus rémiges. El clímax del cortejo es cuando el macho con las alas caídas, la cola desplegada con el obispillo erizado emite repetidamente llamadas. Entonces las parejas pueden iniciar duetos."
Macá grande,2962,habbit,"Es menos ribereño que otras especies similares, prefiriendo flotar lejos de la orilla. Descansa en el agua ocultando su cabeza en el manto. Posee una voz típica que semeja un lamento, la cual es emitida preferentemente al atardecer. Vive solitaria, en parejas, o en grupos dispersos. En la primavera viven en parejas. En el otoño, o cuando se secan o congelan los lagos y lagunas, suelen migrar agrupados en bandadas, (volando principalmente durante la noche) hacia el norte, e incluso a las costas marinas, siendo abundantes en el litoral atlántico del Uruguay y países vecinos en el invierno. Durante las fuertes tormentas marinas suelen morir en importantes cantidades. También los afectan los derrames petroleros, tanto en el mar como en las lagunas artificiales creadas por la industria hidrocarburífera para verter sus desechos."
Macá grande,2962,appearance,"Su pico es largo y notablemente puntiagudo, y de color pardo negruzco. Sus ojos son rojo sangre. Su plumaje, dorsalmente, es pardo negruzco con brillo verde; ventralmente es blanco perla con los lados del pecho acanelados. Los laterales del cuerpo van del gris al pardo. La cabeza es gris, con copete y nuca negros, siendo tornasolada la nuca. Su cuello es largo, de un color castaño rojizo en los costados y por delante, y negruzco por detrás. Las alas son pardas con blanco en las secundarias y en algunas de las primarias. La cola es castaña rojiza. El plumaje no nupcial es más pálido, siendo la garganta y parte de la cara blancas, mientras que la corona y el cuello muestran una tonalidad grisácea. En la subespecie navasi, estos colores son más oscuros e intensos."
Macá grande,2962,mating,"Las parejas son muy fieles. Migran juntas y juntas regresan también al sector del lago donde se establecen cada año. Antes de unirse, macho y hembra ejecutan danzas muy curiosas, siendo esto algo típico de los integrantes de esta familia, pero estas danzas varían entre las distintas especies que la componen.Su nido es una plataforma de restos vegetales, generalmente dispuesta flotando amarrada a plantas acuáticas o en microislas o densos juncales y totorales, siempre tratando de mantenerlo fuera del alcance de los predadores terrestres.Pone de 4 a 6 huevos de color blanco azulado con dimensiones promedio de 56 mm de largo por 39 mm de ancho."
Cormorán cuello negro,2999,habbit,"Esta especie forma colonias de pequeño tamaño de entre 2 y casi 400 nidos, en cuyas cercanías permanece todo el año, a diferencia de otras especies de cormoranes como el Imperial. Construyen sus nidos en los acantilados rocosos de la costa marina, aprovechando pequeñas saliencias de la roca; tanto en la costa continental como en islas. Debido a esto también se lo llama cormorán roquero. Aunque es probable que los adultos no ocupen sus nidos en forma permanente a lo largo del año."
Cormorán cuello negro,2999,appearance,"Mide entre 65 y 70 cm. Desde la cabeza y hasta la base del cuello negros con brillo azul acerado (principalmente en el período reproductivo); pequeña mancha blanca entre la zona auricular y la mejilla. Manto y cubiertas alares verde oscuro tornasolado; resto de las partes superiores negras. Pecho, abdomen y subcaudales blancas. Cola negra. Patas color carne. Pico negro con zonas desnudas en la base y lorums de color ladrillo a anaranjado. Ojos rojos a variables. En la época pre-nupcial exhibe un moño satinado en la cabeza. En la época post-nupcial la garganta es blanquecina.El juvenil es todo negro, negro pardusco en las partes superiores durante uno o dos meses y después se va manchando de blanco."
Cormorán cuello negro,2999,mating,"Anida en partes planas de riscos que enfrentan el mar, construyendo su nido con algas marinas. La nidada es de 2 a 4 huevos, idénticos a los de otros cormoranes, pero midiendo aproximadamente 58 x38 mm. Ponen durante el mes de noviembre, incubándolos por aproximadamente 30 días. Luego los pichones son alimentados por 45 días por ambos padres."
Canquén colorado,3000,habbit,"A pesar de que este canquén es agresivo, es muy gregario y forma grandes bandadas durante la temporada no reproductiva. Presenta dos poblaciones separadas y distintas genéticamente, una sedentaria que habita las Islas Malvinas/Falklands y otra migratoria que habita la zona continental sur de Sudamérica. La población nidifica en el extremo sur de Chile y Argentina y migra normalmente durante la temporada de otoño-invierno 1300 kilómetros hacia la provincia de Buenos Aires en compañía del Cauquén Común (Chloëphaga picta)."
Canquén colorado,3000,appearance,"Macho y hembras iguales. Cabeza y cuello castaño rojizo, frente baja y anillo blanco alrededor del ojo. Pico negro y patas anaranjadas. Espalda, pecho y vientre rojizo barrado de negro. Mancha verdosa en el ala, en adultos. Las plumas de la cola son negras con brillo verdoso. Las alas también son más oscuras, presentando plumas blancas en la zona axilar y verdes negruzcas en la zona dorsal (Espejo alar). Las plumas mayores son de color verde metalizado brillante, con el borde terminal blanco. Los jóvenes se parecen a los adultos, pero su tonalidad es más pálida y carecen de espejo alar. (Espejo alar). Las plumas mayores son de color verde metalizado brillante, con el borde terminal blanco. Los jóvenes se parecen a los adultos, pero su tonalidad es más pálida y carecen de espejo alar.  Puede ser confundido con la hembra de caiquén (Chloephaga picta), ya que sus tonalidades son muy similares. Diferencias básicas de C. rubidiceps son el menor tamaño, barritas oscuras del pecho y abdomen más finas, y patas anaranjadas."
Canquén colorado,3000,mating,"Nidifica en el suelo. Construye su nido oculto entre los pajonales y arbustos, lo tapiza en el fondo con pasto y lo cubre con abundante plumón. Pone hasta 6 huevos de color crema. Aunque es la hembra quien se encarga de la incubación, el macho se queda cerca durante este periodo."
Pita angoleña,3001,habbit,"Se mueve a saltitos rápidos. Se alimenta en solitario entre la hojarasca, escarbando para poner al descubierto insectos y otros invertebrados. Suele agitar la cola mientras salta o corre cuando está asustada, o vuela a una rama más alta, donde se esconde manteniéndose agachada. Su vuelo es rápido y directo."
Pita angoleña,3001,appearance,"Ambos sexos tienen un aspecto similar. Presenta un patrón listado en la cabeza. Tiene tres listas negras, la lista pileal central y un par de anchas listas que van del lorum a la nuca. También presenta dos listas pileales laterales de color ocre amarillento y listas superciliares blancas. Su garganta es de color rosa salmón claro. Su pecho, flancos y parte superior del vientre son de color amarillo mostaza, con cierto tono verdoso en el pecho. Algunos ejemplares del oeste tienen el pecho muy verdoso. Las coberteras de las alas son de color verde intenso con las puntas de color azul turquesa, o negras con puntas azul turquesa o azul oscuro. Su manto y espalda son verdes, y su obispillo y parte superior de la cola son de color azul turquesa claro. Sus alas son redondeadas, con primarias negras con puntas blancas. La base de las primarias centrales forman un cuadrado blanco, muy visible en vuelo. Su vientre y base inferior de la cola son de color rojo escarlata. Sus patas son rosadas. Los inmaduros tienen plumajes más apagados, en los que el vientre es rosado. y su garganta de color beige."
Pita angoleña,3001,mating,"Son aves monógamas, que realizan que realizan exhibiciones de cortejo durante varias semanas al principio de la época de cría. Durante el cortejo los machos emiten una llamada explosiva que llega muy lejos de tipo ""quoip"" mientras están posados en una rama lateral en el nivel medio de la compa del árbol. Al mismo tiempo abren las alas para mostrar la base blanca de sus plumas primarias. Las parejas suelen estar separadas 150 metros de distancia unas de otras."
Diamante hermoso,3036,habbit,Se alimenta principalmente de semillas de césped y de Casuarina y Melaleuca. También se puede encontrar en asociación con páramos de Banksia ericifolia de la costa de Nueva Gales del Sur. Ocasionalmente complementan esta dieta herbívora con pequeños insectos y caracoles. Son encontrados generalmente en parejas o formando pequeños grupos de hasta 20 individuos.
Diamante hermoso,3036,appearance,Mide entre 10 y 13 cm de largo y pesa unos 14 g. Su plumaje es principalmente marrón oliva. Tiene el pecho blanco con un fino patrón de líneas oscuras. La cabeza tiene un antifaz negro con anillos de color azul pálido alrededor de los ojos y un grueso pico rojo. El obispillo es de un rojo intenso y las patas de color rosa cremoso. Las alas y la cola son cortas y redondeadas. Los pájaros juveniles son menos coloridos con una máscara facial más pequeña y el pico negruzco. Los machos tienen el abdomen negro.
