animal,pagina,tipo_texto,texto
Corzuela colorada,1095,appearance,"La corzuela colorada alcanza una altura aproximada de 65 a 75 a la cruz, y hasta 140 cm de longitud. El adulto pesa entre 20 a 30 kg. El lomo tiene un aspecto ligeramente encorvado y el anca es visiblemente alta en comparación con los hombros. En ambos sexos el color es pardorojizo a pardogrisáceo y posee una coloración más clara en la parte inferior de la mandíbula, pecho, vientre y zona perineal. En las crías la coloración es semejante a la de los adultos, pero con manchitas blancas. A partir del año de vida los machos desarrollan un par de astas simples, cortos, rectos y dirigidos hacia atrás."
Corzuela colorada,1095,mating,"El sistema reproductivo de esta especie está insuficientemente explorado. Sin embargo, las hembras pueden parir en cualquier época del año, con periodos de máxima actividad localizados. Por ejemplo, las poblaciones de Surinam suelen tener crías entre septiembre y abril. Nace un único potro manchado tras una gestación bastante larga, de 218 a 228 días. Las marcas de su cuerpo desaparecen a los 2 - 3 meses de edad. El destete se produce alrededor de los 6 meses de edad. La madurez se alcanza bastante pronto, con sólo 11 meses, cuando las Corzuelas coloradas están listas para aparearse."
Alcelaphus lichtensteinii,1096,habbit,"Viven en las sabanas y en humedales donde comen pastos. Son diurnos. Conviven en hatos de cinco a quince hembras y gestantes con un solo macho que las lidera. Los machos tienen grandes territorios, que marcan en el suelo haciendo surcos con sus cuernos. Tienen muy buena vista y mal sentido del olfato. Rebuznan."
Alcelaphus lichtensteinii,1096,appearance,"Típicamente tiene una alzada de 125 cm a la grupa y pesa alrededor de 150 kg. Es de coloración rojo parda, y más clara en el vientre. Los cuernos en ambos sexos tienen forma de 'S' y aparecen del frente formando una 'O' con su parte superior perdida; miden más de 5 dm de longitud."
Alcelaphus lichtensteinii,1096,mating,"Los Alcélafos son polígamos, lo que significa que un macho se aparea con muchas hembras durante la época de cría. El periodo de celo (época de cría) del Alcelaphus lichtensteinii suele ir de mediados de octubre a enero. Durante este tiempo los machos pueden luchar ferozmente por el dominio. Los machos solteros suelen desafiar a los machos alfa hasta la extenuación total para apoderarse de la hembra emparentada. En general, las hembras de alcélafo paren una sola cría tras un periodo de gestación de 8-9 meses. Las crías pueden moverse por su cuenta poco después de nacer, sin embargo, suelen tumbarse al aire libre cerca de sus madres. Las crías suelen ser destetadas a los 4 meses de edad, pero los machos jóvenes permanecen con sus madres durante 2,5 años. Tanto los machos como las hembras alcanzan la madurez reproductiva entre 1 y 2 años de edad."
Sorex palustris,1097,habbit,"Las musarañas acuáticas americanas son solitarias y pueden estar activas durante el día o la noche. Rara vez se las encuentra lejos del agua ya que su Dieta consiste casi por completo en pequeños invertebrados Acuáticos y peces. También cazan presas terrestres dependiendo de la facilidad del ataque, pero principalmente se dirigen a presas acuáticas lanzándose desde rocas o desde orillas elevadas de arroyos. Las musarañas acuáticas Sorex palustris suelen cazar de noche y no utilizan la vista para localizar a sus presas bajo el agua. Según las investigaciones de Kenneth C. Catania, las musarañas buceadoras nocturnas consiguen localizar a sus presas en la corriente oscurecida detectando el movimiento a lo largo de sus bigotes o mediante el ""olfateo subacuático""; se trata de una estrategia en la que exhalan burbujas de aire sobre un objetivo percibido y luego vuelven a inhalar sus propias burbujas de aire para confirmar la presencia de la presa."
Sorex palustris,1097,appearance,"La musaraña de agua americana tiene un pelaje negro y marrón que varía de tonalidad según la estación. Cuando está bajo el agua, el animal parece tener un barniz plateado debido a que su pelaje hidrófugo atrapa las burbujas de aire. El hocico presenta vibrisas que en el caso de las musarañas acuáticas están especializadas para la caza acuática. Al igual que otros pequeños mamíferos que pasan parte de su tiempo en el agua, las musarañas de agua Sorex palustris tienen pelos cortos que cubren sus extremidades posteriores para reforzar cada paleta con una superficie mayor, una adaptación no muy diferente a las aletas. Los machos de esta especie suelen ser más grandes y pesados que las hembras."
Sorex palustris,1097,mating,Las musarañas acuáticas Sorex palustris crían entre febrero y agosto. Anidan en madrigueras subterráneas situadas cerca del agua. Las hembras suelen tener un periodo de gestación de tres semanas y las crías nacen en primavera y verano. Suelen producir de 2 a 3 camadas durante ese tiempo. Estas camadas pueden contener de 3 a 10 crías.
Mono choro de cola amarilla,1098,habbit,"Los Monos choro de cola amarilla son animales diurnos. Viven en lo alto de los árboles en grandes grupos sociales formados por machos y hembras. Estos grupos pueden contener hasta unos 23 individuos. Los Monos choro de cola amarilla son escaladores muy hábiles y pueden saltar hasta 15 m por el aire. Expresan comportamientos agresivos en los primeros encuentros, como sacudir las ramas, ""lucir"" el penacho escrotal y ladridos cortos y fuertes, ""como de cachorro"", que utilizan como llamada territorial o de alarma. Los Monos choro de cola amarilla se alimentan a primera hora de la mañana y a última de la tarde y el resto del tiempo lo dedican a descansar, viajar, jugar y acicalarse. Los Monos choro de cola amarilla también son conocidos por tener un interesante hábito llamado geofagia, el consumo de tierra. La geofagia proporciona a los Monos choro de cola amarilla los minerales necesarios que no obtienen de su Dieta habitual y también ayuda a reducir los parásitos intestinales."
Mono choro de cola amarilla,1098,appearance,"El choro de cola amarilla (también conocido como Oreonax Flavicauda) es el más grande de los mamíferos endémicos de Perú, los adultos llegan a medir 54 cm de largo (cabeza/cuerpo), siendo sus colas más largas que el cuerpo (hasta 63 cm). Su pelaje es lanudo, denso y de color cobrizo. Se caracteriza por un parche de pelos blancos que rodean la boca y por la banda de pelos amarillos en el tercio ventral de la cola. Los machos adultos presentan un mechón genital de color amarillo dorado, de hasta 15 cm de largo. Se sabe que el tamaño de los grupos, compuestos por individuos de ambos sexos, oscila entre 5 y 18 animales. Se alimenta de frutas, flores, hojas, brotes y posiblemente insectos.  El nombre choro de cola amarilla es la traducción del nombre común que los científico le dieron en inglés y ha sido incorporado en muchas comunidades, especialmente en las de migrantes. Los nombres locales de pacorrunto, quillirrunto (derivados del quechua) y tupa se van perdiendo progresivamente del saber popular. No se ha podido aún dilucidar si los nombres en awajún. wawan y wawaniu, corresponden al coli amarilla o a otra especies de mono."
Mono choro de cola amarilla,1098,mating,"El Mono choro de cola amarilla es una de las especies de primates menos conocidas, por lo que se sabe poco sobre su sistema de apareamiento y Comportamiento reproductivo. Las hembras dan a luz a una sola cría y tienen largos intervalos entre partos."
Lémur enano de cola gruesa,1099,habbit,"Los Lémures enanos de cola gruesa son Nocturnos. Viven en un pequeño grupo formado por una pareja de macho y hembra apareados y sus crías de la última o las dos últimas temporadas de apareamiento. Las hembras suelen ocupar ""áreas de campeo"" en el centro del área de distribución del grupo, mientras que el área de campeo de un macho puede solaparse con la de algunas hembras. Las hembras, en general, parecen dominar a los machos. Estos lémures se mueven de forma cuadrúpeda como las ardillas. Pasan casi todo el tiempo subidos a los árboles. En los meses secos de invierno permanecen inactivos hasta 6 meses, anidando en los huecos de los árboles, sobreviviendo de la grasa almacenada en sus colas hasta la siguiente estación húmeda. Mientras duermen, su temperatura corporal varía con la temperatura ambiente. Mientras duermen y están aletargados, se enrollan en una bola apretada. El Lémur enano de cola gruesa tiende a ser tranquilo, con unos débiles gritos al entrar en contacto, con un grito más fuerte en situaciones agresivas."
Lémur enano de cola gruesa,1099,appearance,Los lémures enanos de cola gruesa tienen aproximadamente el mismo tamaño que una rata pequeña. Tienen un pelaje suave y lanoso. Sus ojos grandes y lustrosos están rodeados de anillos oscuros y tienen una raya blanca en la nariz. Su color es rojo parduzco o gris con la parte inferior blanca y tienen patas blancas.
Lémur enano de cola gruesa,1099,mating,"Los lémures enanos de cola gruesa presentan sistemas de apareamiento monógamos (un macho se aparea con una hembra exclusivamente) y poliginándricos (promiscuos) (tanto machos como hembras tienen múltiples parejas). Sin embargo, a pesar de su estructura monógama, aproximadamente el 40% de las crías tienen un padre diferente. Los Lémures enanos de cola gruesa comienzan a aparearse hacia finales de noviembre, momento en el que salen de la Hibernante invernal. La gestación dura unos 61 días y nacen de 1 a 4 crías, aunque los gemelos son muy comunes. Las crías nacen con los ojos abiertos, bien desarrolladas y completamente cubiertas de pelo. Las hembras amamantan a sus crías y ambos padres las mantienen calientes y las protegen hasta que alcanzan la independencia. Los lémures enanos de cola gruesa son maduros al año de edad, aunque las hembras no suelen ser capaces de ser madres hasta los 18 meses."
Mangosta roja,1100,habbit,"Las mangostas rojas son animales Generalmente solitarios, pero pueden pasar tiempo en parejas durante la época de apareamiento. También pueden reunirse en pequeños grupos familiares de madre y cría formados por unos 5 animales. Las mangostas rojas pueden estar activas durante el día y la noche, época en la que buscan presas. Pasan la mayor parte del tiempo en el suelo, pero pueden trepar a los árboles si lo necesitan. También saben nadar bien Cuando se desplazan, las mangostas rojas suelen llevar la punta de su cola negra curvada hacia arriba, lo que resulta visible desde lejos. Si se encuentran con un humano, se esconderán rápidamente en una grieta o debajo de una repisa de roca pero, cuando se ven acorraladas, luchan sin miedo con gritos fuertes y estridentes."
Mangosta roja,1100,appearance,"La Mangosta roja tiene un pelaje parduzco y áspero largo en los cuartos traseros, pero corto en otras partes del cuerpo. Se distingue de la mangosta gris de la India por su tamaño ligeramente mayor y su cola de punta negra azabache. Las mangostas rojas macho suelen ser más grandes y pesadas que las hembras."
Mangosta roja,1100,mating,Se sabe poco sobre el sistema de apareamiento y el Comportamiento reproductivo de las Mangostas rojas.
Murciélago pequeño de herradura,1102,habbit,"Los Murciélagos pequeños de herradura son Nocturnos y suelen cazar cerca del agua y en zonas boscosas húmedas utilizando la ecolocalización (emitiendo ultrasonidos desde unas almohadillas redondas especializadas que tienen en la boca). Cuando cazan son rápidos y ágiles, a menudo vuelan a menos de 5 metros del suelo evitando el contacto con arbustos y matorrales. Atrapan presas al vuelo o espigan insectos de piedras y ramas. Los Murciélagos pequeños de herradura son criaturas Generalmente solitarias. En sus dormideros, prefieren colgarse solitarios y sólo se reúnen en grupos cuando la temperatura baja o durante la época de cría, cuando las hembras forman colonias de cría. Los Murciélagos pequeños de herradura pasan los fríos meses de invierno hibernando en cuevas oscuras, túneles, edificios viejos, sótanos, madrigueras y minas."
Murciélago pequeño de herradura,1102,appearance,"Tiene orejas grandes, con una coloración dorsal parda más o menos oscura y la parte ventral algo más clara. Las orejas y membranas alares siempre son más oscuras que el pelo del dorso. En estado de reposo se envuelve totalmente con la membrana alar. De talla cuerpo de 3,7 a 4,5 cm y de envergadura 19,2 a 29,5 cm, con un peso de 4 a 7 g Y en vuelo Altura media (4 a 5 m)"
Murciélago pequeño de herradura,1102,mating,"La época de apareamiento de los Murciélagos pequeños de herradura tiene lugar en otoño. El traslado a las guarderías se produce a partir de abril, con entre 10 y 100 hembras y entre 2 y 20 machos. Las guarderías suelen compartirse con otras especies, como el Murciélago ratonero grande. Las hembras de Murciélago pequeño de herradura paren una cría, normalmente entre mediados de junio y principios de julio. Las crías pesan alrededor de 1,8 gramos al nacer y abren los ojos al cabo de unos 10 días; se independizan a las 6 ó 7 semanas de edad. Las hembras jóvenes alcanzan la madurez reproductiva en su primer año de edad."
Gacela de cuvier,1103,habbit,"Las gacelas de cuvier muestran un Comportamiento social, formando pequeñas manadas de menos de 8 animales. Estas unidades son generalmente harenes, formados por un solo macho maduro y algunas hembras maduras con sus crías. A principios de la época de apareamiento (julio-octubre), algunos grupos tienen machos maduros adicionales, que son las crías recién maduras. Éstos son expulsados del grupo, uniéndose a manadas de solteros. A principios del invierno, los machos muestran un comportamiento muy territorial, patrullando las zonas de residencia de sus manadas y marcándolas con orina, estiércol o glándulas odoríferas, situadas bajo sus ojos. Estos animales muestran una actividad creciente durante las horas nocturnas, cuando salen de sus refugios para pastorear en los valles abiertos. Las horas diurnas, por Otro lado, suelen pasarlas en hábitats cubiertos de maleza. Algunas poblaciones de esta especie llevan un Estilo de vida sedentario, permaneciendo en la misma zona durante todo el año. Otras muestran un comportamiento Nómada, estando constantemente en movimiento. Mientras tanto, hay poblaciones que Migratorio a otras Regiones."
Gacela de cuvier,1103,appearance,"La Gacela de cuvier, antaño abundante y ampliamente distribuida por Norteamérica, ha perdido gradualmente la mayor parte de su área de distribución y población originales. En la actualidad, poblaciones dispersas de esta especie ocupan restos fragmentados de su antigua área de distribución. La Gacela de cuvier es un antílope con cuernos cuyo pelaje general es marrón grisáceo. Este animal es la especie más oscura de su Género. Las hembras se distinguen por unos cuernos notablemente más finos y lisos."
Gacela de cuvier,1103,mating,"Las Gacelas de cuvier son polígamas, lo que significa que un macho se aparea con varias hembras. Con el inicio de la época de reproducción, los machos de esta especie empiezan a mostrar un comportamiento muy territorial. Aunque las Gacelas de cuvier pueden criar durante todo el año, la mayor parte de la reproducción tiene lugar a principios del invierno. Las hembras paren generalmente en marzo-mayo y en octubre. Ambas épocas de parto coinciden con periodos de Población creciente. Nacen uno o dos cervatillos tras 180 días de gestación. Entonces, tras el lapso de 10 días, la hembra puede criar de nuevo. Durante las primeras semanas de su vida, las crías viven separadas de la manada, normalmente en un lugar apartado, ocultas por el follaje. Alrededor de 1 mes de edad, empiezan a comer alimentos sólidos pero siguen alimentándose de la leche materna. Las hembras jóvenes están listas para aparearse a los 7 meses."
Maral,1105,habbit,"El Ciervo común es un animal Social y principalmente Nocturno. En general, los ciervos rojos maduros suelen permanecer en grupos de un solo sexo durante la mayor parte del año. Los machos conservan la cornamenta durante más de la mitad del año y son menos gregarios y menos propensos a agruparse con otros machos cuando tienen cornamenta. La cornamenta les proporciona autodefensa, al igual que una fuerte acción de pataleo con las patas delanteras que realizan ambos sexos cuando son atacados. Una vez que se desprenden de la cornamenta, los machos suelen formar grupos de solteros que les permiten trabajar juntos de forma cooperativa. Las manadas cuentan con uno o varios miembros que vigilan en busca de posibles peligros, mientras los restantes comen y descansan. Tras el celo, las hembras forman grandes manadas de hasta 50 individuos. Las crías recién nacidas se mantienen cerca de las hembras mediante una serie de vocalizaciones entre ambas, y las guarderías más grandes tienen un parloteo continuo y constante durante las horas diurnas. Cuando se les acercan los Depredadores, las hembras más grandes y robustas pueden hacer una parada, utilizando sus patas delanteras para patear a sus atacantes. También pueden utilizar gruñidos guturales y posturas."
Maral,1105,appearance,"El maral mide alrededor de 1,35 cm de altura y pesa entre 230 a 320 kg. Sus cuernos miden alrededor de 1,2 m de longitud y 150 mm de grosor. Su pelaje es de color gris oscuro, excepto durante el verano cuando este es de un color marrón oscuro. Es característico de esta subespecie que los individuos adultos a menudo conserven algunas manchas blancas en el lomo. Los machos pierden sus astas a finales del invierno creciendo nuevamente a finales del verano. Uno, a veces dos, cervatillos nacen a mediados de primavera. Los cervatillos son de color marrón rojizo con manchas blancas."
Maral,1105,mating,"Se sabe poco sobre los hábitos reproductivos del Ciervo común. Por lo general, los ciervos rojos son polígamos, lo que significa que un macho se aparea con varias hembras. Durante la época de apareamiento, llamada celo, los machos maduros compiten por la atención de las hembras e intentan defender a las ciervas que atraen. Los machos rivales desafían a sus oponentes dando golpes y caminando en paralelo. Los machos dominantes siguen a grupos de hembras durante el celo, desde agosto hasta principios del invierno. Pueden llegar a tener hasta 20 hembras para mantenerlas alejadas de Otros machos menos atractivos. Los machos de ciervo común europeo emiten un rugido característico durante el celo, que es una adaptación a los entornos boscosos. El macho ruge para mantener unido a su harén de hembras y cuando compite con otros machos por las hembras durante el celo. Las hembras pueden producir uno o muy raramente dos cervatillos al año. El periodo de gestación es de 240 a 262 días y el cervatillo pesa unos 15 kg (35 lb). A las dos semanas puede unirse a la manada y se desteta completamente a los dos meses. Las crías permanecerán con sus madres durante casi un año completo y se marcharán antes de que nazca la siguiente cría. Las hembras de ciervo rojo alcanzan la madurez reproductiva a los 2 años de edad, mientras que los machos suelen esperar a que pasen unos años para poder competir con los machos más maduros."
Pteropus rodricensis,1106,habbit,"Los zorros voladores Pteropus rodricensis son sociales y viven en grandes grupos. Las hembras se posan juntas en grupos y forman una colonia. Los machos se posan solos. Existe una jerarquía dominante entre los machos y son territoriales. Marcan su territorio con el olor frotándose el cuello, la cabeza y el pecho en las ramas. Los murciélagos Rodrigues buscan comida por la noche y la encuentran con la ayuda de una excelente visión y sentido del olfato. Se alimentan exprimiendo los jugos y la pulpa blanda de las frutas, y rara vez tragan las partes más duras."
Pteropus rodricensis,1106,appearance,"El zorro volador de Rodrigues es una especie de zorros voladores o murciélagos frugívoros. A estos murciélagos se les llama ""zorros voladores"" porque tienen orejas puntiagudas y hocico alargado que les hace parecer pequeños zorros. El color del pelaje de los zorros voladores de Rodrigues varía y puede ser naranja, amarillo, rojo, plateado o incluso negro. Los machos y las hembras de esta especie tienen un aspecto similar."
Pteropus rodricensis,1106,mating,"Se sabe poco sobre el sistema de apareamiento de los zorros voladores Pteropus rodricensis. Sin embargo, el hecho de que el macho dominante reúna un harén de hasta 10 hembras, con las que se posa y se aparea, puede sugerir que estos murciélagos son poligínicos. Los machos subordinados e inmaduros tienden a posarse en otra parte del campo. La época de cría tiene lugar en octubre-diciembre y las hembras producen una sola cría. El periodo de gestación dura unos 120-180 días. Inmediatamente después de nacer, la cría se aferra al vientre de su madre y permanece unida alrededor de 30 días. Cuando se vuelve demasiado pesado para llevarlo, la madre deja a su cachorro en el dormidero. A los 2-3 meses de nacer, las crías pueden volar y están totalmente destetadas, pero siguen posadas con sus madres. Las crías se vuelven totalmente independientes a los 6-12 meses de nacer y alcanzan la madurez reproductiva cuando tienen entre 1 y 2 años."
Ualabi parma,1107,habbit,"Los Ualabi parma son criaturas solitarias y crípticas. Son Nocturnos, aunque a veces son activos al amanecer o al anochecer, pasando el día refugiados a cubierto. Poco después de despertarse al anochecer, comienzan a alimentarse, reuniéndose normalmente en grupos de dos o tres individuos para buscar comida. Su Dieta consiste en hierbas y pastos. La mayoría de las interacciones sociales se producen al amanecer, cuando su actividad alcanza su punto máximo. Estos animales son bípedos y se mueven con un tipo de marcha saltarina, con la cola actuando como contrapeso. Cuando descansan suelen sentarse ""al estilo trípode"", manteniéndose en equilibrio sobre las patas traseras y la cola. Se comunican visualmente, moviendo la cola, temblando y pisando fuerte con las patas para señalar agresividad. También se comunicarán con sus congéneres cacareando o tosiendo, con siseos como otra señal de agresión."
Ualabi parma,1107,appearance,"Es la especie más pequeña del género Macropus, entre 3,2 y 6 kg, menos de 1/10 del tamaño de los más grandes miembros sobrevivientes, el canguro rojo Macropus rufus. Mide 50 cm de longitud, con un suave cuero rojizo o grisáceo pardo en el dorso, más gris en la parte ventral; la cola es negruzca, de la misma longitud que el cuerpo. Posiblemente, los individuos se han seguido viendo muchas veces durante los años que se pensó ""extinta"", pero confundidos con Thylogale stigmatica o Thylogale thetis especialmente delgados y de larga cola."
Ualabi parma,1107,mating,"Estos wallabíes son poliginándricos (promiscuos), dos o más machos se aparean con dos o más hembras wallabíes. Se reproducen entre los meses de marzo y julio, y producen una cría en cada temporada de cría. La gestación dura unos 35 días. El recién nacido permanece en la bolsa de su madre. Después de 30 semanas está listo para abandonar la bolsa, pero continúa amamantándose hasta los 10 meses, cuando la cría se vuelve completamente independiente de su madre. Dado que el Ualabi parma es una criatura solitaria, las únicas interacciones entre machos y hembras adultos se producen cuando se aparean. Los machos no participan en el cuidado de las crías. La hembra alcanza la madurez sexual alrededor de los 16 meses y los machos entre los 20 y los 24 meses."
Sorex hoyi,1108,habbit,"Las musarañas pigmeas americanas son animales solitarios. Son excelentes excavadoras a través del suelo y la hojarasca donde buscan alimento y pueden utilizar redes de túneles creadas por otros animales para ayudarse en esa búsqueda. Para mantenerse con vida, las musarañas pigmeas tienen que comer diariamente tres veces su peso corporal, lo que significa capturar presas cada 15 o 30 minutos, día y noche; una hora completa sin comida significa una muerte segura. Debido a este elevado metabolismo, las musarañas pigmeas nunca duermen más de unos minutos seguidos, ya que están en constante búsqueda de alimento. Poseen agudos sentidos del olfato y el oído que les ayudan a encontrar a sus presas. Cuando se sienten amenazadas o asustadas, las musarañas emiten un agudo chirrido y corren a refugiarse. También son excelentes nadadoras. Debido a su elevado metabolismo, las musarañas pigmeas americanas están activas todo el año. Se sabe que atraviesan la nieve excavando para encontrar comida, lo que demuestra que la nieve del invierno no las detiene."
Sorex hoyi,1108,appearance,"El pelaje de la musaraña pigmea americana es generalmente de color marrón rojizo o grisáceo durante el verano y de color blanco grisáceo durante el invierno. La parte inferior es generalmente de un gris más claro. Esta musaraña muda unas dos veces al año, una durante el final del verano y otra durante la primavera. Tiene una cabeza estrecha con nariz puntiaguda y bigotes. Los ojos son pequeños y están bien escondidos."
Sorex hoyi,1108,mating,"La información sobre el comportamiento reproductivo de las musarañas pigmeas maricanas es escasa. Probablemente se reproducen durante todo el año, y la mayoría de los nacimientos se producen de noviembre a marzo. El periodo de gestación dura unos 18 días tras los cuales las hembras producen una camada de 3 a 8 crías; sólo dan a luz una vez al año. La edad a la que se destetan las crías no se conoce con certeza, pero a los 18 días de vida ya son casi adultos y suelen ser independientes a los 25 días."
Jineta servalina,1110,habbit,"Las jineta servalina son animales nocturnos reservados. Llevan un Estilo de vida solitario, excepto las hembras cuando crían a sus polluelos. Las jineta servalina viven en el suelo pero también pasan gran parte de su tiempo en los árboles. Son ágiles, tienen reflejos rápidos y una habilidad excepcional para trepar. Caminan, trotan, corren, suben y bajan de los árboles, saltan y son los únicos viérridos capaces de erguirse sobre sus patas traseras."
Jineta servalina,1110,appearance,"El pelaje de la Jineta servalina es rufo con manchas negras en el cuello, la espalda y los costados. Sus patas son negras. Su larga cola está bandeada con anillos anchos negros y estrechos blancos. Es de pelo corto y tiene una raya oscura discontinua a lo largo del lomo. La punta de su cola es Brillante."
Jineta servalina,1110,mating,"La Jineta servalina se reproduce estacionalmente y no forma parejas. Tras un periodo de gestación de 60-77 días, las hembras dan a luz hasta 4 crías. Crían a sus crías en madrigueras cálidas hasta los 6-9 meses de edad, momento en el que se independizan. Alrededor de los 1-2 años alcanzan la madurez reproductiva y pueden abandonar el territorio en el que nacieron para establecer su propia zona de campeo."
Zarigüeya,1112,habbit,"Es de hábitos solitarios, excepto en la época de reproducción. Mantiene su refugio durante un corto período de tiempo, ya que es un animal nómada y se irá a otro lugar para conseguir más fuentes de alimento. Prefiere salir de noche, aunque no es raro encontrarla a plena luz del día. Sale de su abrigo o refugio para alimentarse de las más variadas fuentes de alimento ya que es omnívora. Sin embargo también tiene depredadores, y al ser un animal de movimientos poco ágiles y lentos (excepto cuando trepa árboles), tiene pocos recursos de defensa. Si se encuentra amenazada o con miedo, o si han entrado en su territorio, abre la boca mostrando los dientes y emitiendo un gruñido fuerte similar al ruido de una motosierra. Si el peligro se vuelve más fuerte, al igual que otras zarigüeyas ""se hace la muerta"" y entra en un estado inconsciente, con la boca abierta, su corazón aminorado y un líquido de olor desagradable emitiéndose de su cuerpo. Puede quedarse horas en este estado, luego del cual recupera la conciencia y escapa a salvo de la amenaza que ya se habría ido varias horas antes. Este recurso lo aprende bien desde temprana edad. Tiene hábitos sorprendentemente muy higiénicos, se lame repetidas veces las extremidades para limpiarse, y también se lava la cara con ayuda de sus manos. Puede nadar y ya desde temprana edad las crías son capaces de hacerlo. Con frecuencia se adentra en las rutas y carreteras, donde es atropellada por vehículos; los ejemplares muertos atraen a otras comadrejas moras que también se adentran en la ruta para comer su carroña, convirtiéndose en un círculo vicioso."
Zarigüeya,1112,appearance,"Esta especie tiene un tamaño mediano, el de un gato doméstico. Presenta cierto dimorfismo sexual, los machos suelen medir entre 45 y 70 cm de longitud, mientras que las hembras suelen medir entre 41 y 60 cm de longitud, la cola mide entre 40 y 65 cm. El peso en los adultos varía entre los 500 g y los 2 kg. La apariencia general recuerda a ratas, cerdos y zorros entre otros animales. La cabeza es chata y se extiende hacia adelante con un hocico largo y puntiagudo similar al de un zorro, y de él se despliegan vibrisas y largos bigotes, sensibles al tacto. En la punta se encuentra una nariz desnuda que junto al hocico y ciertas posturas del animal, recuerda a los cerdos. Sus orejas son redondas y grandes, una de las causas por las cuales se la confunde con ratas y otros roedores, a pesar de ser un marsupial. Los ojos son pequeños y oscuros, adaptados más a la visión nocturna que a la diurna. La cabeza y las orejas son de color blanco (estas últimas pueden tener una base color negro),  y la nariz rosa. Un ""antifaz"" de color negro cubre sus ojos, lo cual le da a la comadreja overa un aspecto agresivo. Sobre su cabeza, y extendiéndose vérticalmente de entre el medio de sus ojos hasta la nuca, muestra una tercera franja de color negro. El cuerpo de la comadreja mora está cubierto de una capa superior de pelo que es más largo e irregular, y bajo esta una capa inferior que es más corta y densa. El color del pelaje varía considerablemente debido a la amplia distribución de la especie; las que se encuentran en las zonas tropicales y cálidas tienen un color más rojizo o pardo; mientras que las que se encuentran más al sur tienen un color gris o negro, y un pelaje más espeso y frondoso, perfectamente adaptado para los duros inviernos de Argentina y Uruguay. Las partes ventrales e inferiores de su cuerpo son de color claro (blanco, crema o gris claro). Las extremidades son robustas y de color negro o rojizo, y presentan la particularidad de que las 4 tienen manos desnudas con 5 dedos, con pulgar oponible incluido. Esto da lugar a que la comadreja overa sea uno de los pocos animales fuera de la familia de los primates que poseen manos con pulgares oponibles. La anatomía de las extremidades, sumadas a las manos, hacen que la comadreja overa esté bien adaptada a la vida arborícola permitiéndole trepar árboles con facilidad, afirmando la comparación con los primates en un caso de convergencia evolutiva. Las manos son rosadas con dedos con pequeñas uñas, las cuales crecen desde muy pequeña edad ya que cuando son crías les permiten mantenerse aferradas a su madre. La cola es larga y desnuda, otra de las causas por las que se la confunde con los roedores. Igualmente, es una cola prensil adaptada a una vida arborícola, permitiéndole mantener su equilibrio cuando camina sobre troncos, aferrarse a ramas, o agarrar pequeños objetos; lo cual daría lugar a comparaciones más con los primates que con los roedores. La base de la cola es de pelaje espeso y con el mismo color que el del cuerpo, va teniendo progresivamente menos pelo y espesor hasta llegar más o menos a la mitad, donde se vuelve desnuda y cubierta por un elemento duro similar a las escamas. De allí en más es de color rosado (también puede ser blanco o gris). La punta de la cola suele llevarla curva. Su dentición es típicamente poliprotodonte, un grupo de marsupiales sudamericanos muy antiguos que datan desde el Mioceno. Por tanto tienen en total 50 dientes, dispuestos en la siguiente fórmula: 5/4 (incisivos), 1/1 (caninos), 3/3 (premolares), 4/4 (molares).  Los caninos son largos, adaptados para el consumo de carne, mientras que los molares (de forma tricúspide) están preparados para triturar frutas y materia vegetal. Al ser miembro de los marsupiales, la comadreja mora tiene otro formato craneano y eso le permite abrir sus mandíbulas hasta cerca de 70°. Ya desde que es un embrión la forma de su cabeza y de sus extremidades están en un desarrollo muy avanzado a comparación de otros mamíferos, esto se debe a que necesita arrastrarse hasta las ubres de la madre, y para ello debe tener formas anatómicas capaces. Las hembras tienen una bolsa en el vientre con ubres dentro de ella, el marsupio, allí sus crías luego de nacidas continúan su desarrollo, hasta ser suficientemente capaces para treparse al lomo de la madre.  Además otra herencia de los marsupiales es que las hembras tienen 3 vaginas, la del medio es por donde nacen los bebés y donde finaliza el aparato urinario y digestivo,  mientras que las otras 2 laterales son las que actúan en la fecundación y llevan a cámaras de útero distintas (aunque todas las crías finalmente nacen por la vagina del medio). Los machos tienen un pene bifurcado, cuyos dos glandes entran en las dos vaginas de la hembra durante el acto sexual, y otra cavidad que al igual que la vagina central de la hembra, finaliza el sistema digestivo y urinario. "
Zarigüeya,1112,mating,"Este marsupial puede reproducirse 3 veces al año. Comienza su actividad reproductoria en diciembre o enero, abril o mayo, y agosto o septiembre."
Conejo rayado de sumatra,1113,habbit,Se sabe poco sobre los Conejos rayados de sumatra porque son animales nocturnos reservados que sólo viven en bosques remotos. Durante el día suelen descansar en las madrigueras de Otros animales.
Conejo rayado de sumatra,1113,appearance,"Los Conejos rayados de sumatra tienen rayas negras o marrón oscuro sobre un fondo gris amarillento que se vuelve marrón óxido hacia la grupa; el pelaje de las partes inferiores, de la parte interior de las patas y de debajo de la barbilla es blanquecino. Sus orejas negras son muy cortas y cuando están plegadas hacia delante sólo llegan hasta el ojo. Las extremidades son pardo-grisáceas y la cola de la grupa es rojiza. Su pelaje es suave y denso, recubierto de pelos más largos y ásperos."
Conejo rayado de sumatra,1113,mating,La información sobre el sistema de apareamiento y el Comportamiento reproductivo del Conejo rayado de sumatra es escasa.
